household_id,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,collection_date_1a,collection_time_1a,collector,femalea_unfed,femalea_bloodfed,femalea_hg,femalea_gravid,femalea_ud,femalea_total,femalea_total_archived,male_anopheles,femalec_unfed,femalec_bloodfed,femalec_hg,femalec_gravid,femalec_ud,femalec_total,femalec_archive,male_culicine,notes_1a,form_enterer,date_entered_1a,formchecker,date_checked_1a,ento_form_1a_immediately_processed_summary_complete
M04,september_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-09-28,,3,0,0,0,0,0,0,,0,0,3,0,5,0,8,,4,,3,2021-09-28,1,2021-09-28,2
M04,october_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-10-19,,7,0,0,0,0,0,0,,0,1,1,4,1,0,7,,4,,3,2021-10-25,1,2021-10-25,2
M04,october_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-10-26,,9,0,0,0,0,0,0,,0,3,1,0,3,0,7,,2,,3,2021-10-27,1,2021-10-27,2
M04,november_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-11-23,,6,0,0,0,0,0,0,,0,1,0,1,2,0,4,,10,,3,2021-11-24,1,2021-11-24,2
M04,november_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-11-16,,6,0,0,0,0,0,0,,0,2,0,0,6,0,8,,10,,3,2021-11-24,1,2021-11-24,2
M04,november_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2022-10-25,,7,0,0,0,0,0,0,,0,7,1,2,5,0,15,,18,,11,2022-11-01,1,2022-11-01,2
M04,december_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-12-14,,2,0,0,0,0,0,0,,0,0,0,1,1,0,2,,1,,3,2021-12-20,1,2021-12-20,2
M04,january_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-01-25,,10,0,0,0,0,0,0,,0,0,0,0,1,0,1,,5,,3,2022-01-25,1,2022-01-25,2
M04,january_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-01-18,,10,0,0,0,0,0,0,,0,0,0,1,1,0,2,,1,,3,2022-01-25,1,2022-01-25,2
M04,february_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-02-15,,4,0,0,0,1,0,1,,1,0,0,1,2,0,3,,1,,3,2022-02-16,1,2022-02-16,2
M04,february_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-02-22,,4,0,0,0,0,0,0,,0,0,0,1,2,0,3,,1,,3,2022-02-23,1,2022-02-23,2
M04,march_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-03-22,,9,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2022-03-23,1,2022-03-23,2
M04,march_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-03-15,,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2022-03-23,1,2022-03-23,2
M04,march_2022_arm_1,ento_form_1a_immediately_processed_summary,3,2022-03-29,,9,0,0,0,0,0,0,,0,1,0,0,0,0,1,,1,,3,2022-03-30,1,2022-03-30,2
M04,april_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-04-27,,7,0,0,0,0,0,0,,0,0,0,0,2,0,2,,0,,3,2022-04-27,1,2022-04-27,2
M04,april_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-04-05,,7,0,0,0,0,0,0,,0,0,1,0,2,0,3,,3,,3,2022-04-27,1,2022-04-27,2
M04,may_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-05-24,,2,0,0,0,0,0,0,,0,8,0,1,3,0,12,,13,,3,2022-05-30,1,2022-05-30,2
M04,may_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-05-17,,2,0,0,0,0,0,0,,0,2,0,0,1,0,3,,1,,3,2022-05-30,1,2022-05-30,2
M04,june_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-06-21,,8,0,0,0,0,0,0,,0,57,10,41,13,0,121,,174,,3,2022-06-30,1,2022-06-30,2
M04,june_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-06-14,,8,0,0,0,0,0,0,,0,18,0,8,8,0,34,,54,,3,2022-06-30,1,2022-06-30,2
M04,july_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-07-12,,6,0,0,0,0,0,0,,0,117,2,21,13,0,153,,305,,3,2022-07-19,1,2022-07-19,2
M04,july_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-07-19,,6,0,0,0,0,0,0,,0,91,10,15,19,0,135,,250,,3,2022-07-19,1,2022-07-19,2
M04,july_2022_arm_1,ento_form_1a_immediately_processed_summary,3,2022-07-26,,6,0,0,0,0,0,0,,1,27,12,6,18,0,63,,148,,4,2022-08-02,1,2022-08-02,2
M04,august_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-08-02,,5,0,0,0,0,0,0,,0,1,5,4,9,1,20,,38,,4,2022-08-04,1,2022-08-04,2
M04,august_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-08-23,,2,0,0,0,0,0,0,,0,0,0,0,1,0,1,,1,,3,2022-09-01,1,2022-09-01,2
M04,september_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-09-20,,4,0,0,0,0,0,0,,1,1,3,0,3,0,7,,20,,3,2022-09-23,1,2022-09-23,2
M04,september_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-09-13,,9,0,0,0,0,0,0,,1,2,3,4,6,0,15,,16,,3,2022-09-23,1,2022-09-23,2
M04,october_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-10-11,,7,0,0,0,0,0,0,,0,4,0,8,10,0,22,,18,,4,2022-10-19,1,2022-10-19,2
M04,october_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-10-18,,7,0,0,0,0,0,0,,0,1,2,6,4,0,13,,18,,4,2022-10-19,1,2022-10-19,2
M04,november_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-11-15,,8,0,0,0,0,0,0,,0,3,1,9,14,0,27,,30,,12,2022-11-15,1,2022-11-15,2
M04,november_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-11-22,,8,0,0,0,0,0,0,,0,0,0,0,1,0,1,,7,,12,2022-11-22,1,2022-11-22,2
M04,december_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-12-13,,4,0,0,0,0,0,0,,0,1,2,0,8,0,11,,18,,10,2022-12-13,1,2022-12-13,2
M04,december_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-12-20,,4,0,0,0,0,0,0,,0,3,0,2,4,0,9,,25,,12,2022-12-20,1,2022-12-20,2
M05,january_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-01-21,,7,0,0,0,0,0,0,,2,4,0,7,8,0,19,,39,,3,2020-04-09,1,2020-04-09,1
M05,january_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-01-28,,7,0,0,0,0,0,0,,1,0,0,0,0,0,0,,4,,3,2020-04-09,1,2020-04-09,1
M05,february_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-02-04,,3,0,0,0,0,0,0,,0,2,0,3,3,0,8,,5,,3,2020-04-20,1,2020-04-20,1
M05,february_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-02-18,,2,0,0,0,1,0,1,,0,2,0,2,5,0,9,,24,,3,2020-04-20,1,2020-04-20,1
M05,february_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-02-25,,3,0,0,0,0,0,0,,0,1,1,4,2,0,8,,6,,3,2020-04-20,1,2020-04-20,1
M05,march_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-03-03,,9,0,0,0,0,0,0,,2,0,0,0,2,0,2,,8,,3,2020-04-28,1,2020-04-28,1
M05,march_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-03-17,,9,1,0,0,0,0,1,,0,0,1,1,2,0,4,,5,,3,2020-04-30,1,2020-04-30,1
M05,june_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-06-02,,7,0,0,0,0,0,0,,1,15,6,31,40,0,92,,131,,3,2020-06-05,1,2020-06-05,1
M05,june_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-06-16,,7,0,1,0,0,0,1,,1,3,2,19,18,0,42,,98,,3,2020-06-17,1,2020-06-17,1
M05,june_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-06-23,,7,0,0,0,0,0,0,,1,3,2,14,9,0,28,,44,,3,2020-06-29,1,2020-06-29,1
M05,july_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-07-07,,4,0,0,0,0,0,0,,0,10,3,6,14,3,36,,79,,3,2020-07-09,1,2020-07-09,1
M05,july_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-07-28,,4,0,0,0,1,0,1,,0,5,7,3,15,0,30,,26,,4,2020-07-28,1,2020-07-28,1
M05,july_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-07-21,,4,0,0,0,0,0,0,,1,8,4,3,20,4,39,,32,,5,2020-07-28,1,2020-07-28,1
M05,august_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-08-04,,3,0,1,0,0,0,1,,0,2,5,6,3,0,16,,14,,3,2020-08-27,1,2020-08-27,2
M05,august_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-08-18,,3,0,0,0,0,0,0,,0,7,0,5,3,0,15,,10,,3,2020-08-28,1,2020-08-28,2
M05,august_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-08-25,,3,0,1,0,0,0,1,,0,2,1,2,4,0,9,,7,,3,2020-08-28,1,2020-08-28,2
M05,september_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-09-01,,5,0,0,0,0,0,0,0,0,5,5,4,7,0,21,,18,,5,2020-09-14,1,2020-09-14,2
M05,september_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-09-15,,5,0,0,0,0,0,0,,0,5,3,4,4,0,16,,14,,3,2020-09-15,1,2020-09-15,2
M05,september_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-09-22,,5,0,0,0,0,0,0,,0,5,12,22,20,0,59,,36,,3,2020-09-23,1,2020-09-23,2
M05,october_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-10-06,,9,0,0,1,0,0,1,,0,0,2,3,10,0,15,,18,,3,2020-10-06,1,2020-10-06,2
M05,october_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-10-27,,9,0,0,0,0,0,0,,0,1,2,0,14,1,18,,28,,4,2020-10-27,1,2020-10-27,2
M05,november_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-11-03,,6,0,0,0,0,0,0,,0,3,5,5,11,0,24,,41,,5,2020-11-03,1,2020-11-03,2
M05,november_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-11-17,,6,0,0,0,0,0,0,,1,8,2,4,39,0,53,,68,,3,2020-11-18,1,2020-11-18,2
M05,november_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-11-24,,6,0,0,0,0,0,0,,0,1,1,6,9,0,17,,44,,4,2020-11-30,1,2020-11-30,2
M05,december_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-12-01,,2,0,0,0,0,0,0,,0,4,13,5,21,0,43,,73,,3,2020-12-01,1,2020-12-01,2
M05,december_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-12-15,,9,0,0,0,0,0,0,,0,3,1,5,1,0,10,,16,,3,2020-12-15,1,2020-12-15,2
M05,january_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-01-05,,2,0,0,0,0,0,0,,2,3,2,0,9,0,14,,57,,3,2021-01-07,1,2021-01-07,2
M05,january_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-01-19,,7,0,1,0,0,0,1,,1,1,3,4,3,0,11,,6,,3,2021-02-01,1,2021-02-01,2
M05,january_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-01-26,,7,0,0,1,0,0,1,,2,1,0,4,2,0,7,,34,,3,2021-02-01,1,2021-02-01,2
M05,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-02-16,,4,0,2,1,0,0,3,,0,0,1,0,2,0,3,,4,,3,2021-03-01,1,2021-03-01,2
M05,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-02-23,,4,1,1,1,1,0,4,,2,0,0,1,0,0,1,,0,,3,2021-03-03,1,2021-03-03,2
M05,march_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-03-16,,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2,,3,2021-03-29,1,2021-03-29,2
M05,march_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-03-23,,3,0,0,0,0,0,0,,0,0,0,0,3,0,3,,0,,3,2021-03-29,1,2021-03-29,2
M05,march_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-03-30,,6,0,0,0,1,0,1,,0,0,4,3,1,0,8,,3,,3,2021-03-31,1,2021-03-31,2
M05,april_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-04-20,,2,0,0,1,0,0,1,,3,0,0,0,1,0,1,,3,,3,2021-04-25,1,2021-04-25,2
M05,april_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-04-27,,5,1,1,0,3,0,5,,0,1,0,3,3,0,7,,0,,5,2021-04-28,1,2021-04-28,2
M05,may_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-05-25,,9,0,0,0,0,0,0,,7,5,10,9,15,0,39,,15,,5,2021-06-09,1,2021-06-09,2
M05,may_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-05-18,,9,0,1,0,0,0,1,,1,1,0,0,0,0,1,,1,,5,2021-06-09,1,2021-06-09,2
M05,june_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-06-15,,2,0,2,0,1,0,3,,1,1,1,2,7,0,11,,9,,5,2021-06-16,1,2021-06-16,2
M05,june_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-06-22,,2,1,1,1,2,0,5,,1,1,0,0,1,0,2,,3,,6,2021-07-02,1,2021-07-02,2
M05,june_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-06-29,,2,0,1,0,2,0,3,,4,0,1,0,2,0,3,,6,,6,2021-07-02,1,2021-07-02,2
M05,july_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-07-27,,3,0,4,2,2,0,8,,14,6,2,10,5,0,23,,12,,6,2021-08-04,1,2021-08-04,2
M05,august_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-08-17,,10,0,1,0,1,0,2,,5,10,0,4,4,3,21,,9,,6,2021-08-19,1,2021-08-19,2
M05,august_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-08-24,,10,0,1,0,0,0,1,,0,0,2,0,3,0,5,,4,,6,2021-09-01,1,2021-09-01,2
M05,august_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-08-31,,5,0,0,0,0,0,0,,0,0,0,0,2,0,2,,9,,6,2021-09-01,1,2021-09-01,2
M05,october_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-10-19,,3,0,0,0,0,0,0,,0,4,2,3,9,0,18,,13,,3,2021-10-25,1,2021-10-25,2
M05,october_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-10-26,,10,0,0,0,0,0,0,,0,7,5,5,9,0,26,,23,,3,2021-10-27,1,2021-10-27,2
M05,november_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-11-23,,10,0,0,0,0,0,0,,0,4,1,7,5,0,17,,18,,3,2021-11-24,1,2021-11-24,2
M05,november_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-11-16,,10,0,0,0,0,0,0,,0,2,0,2,4,0,8,,24,,3,2021-11-24,1,2021-11-24,2
M05,december_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-12-14,,4,0,0,0,0,0,0,,0,6,0,1,3,0,10,,7,,3,2021-12-20,1,2021-12-20,2
M05,january_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-01-25,,2,0,0,0,0,0,0,,0,2,0,3,0,0,5,,6,,3,2022-01-25,1,2022-01-25,2
M05,january_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-01-18,,2,0,0,0,0,0,0,,0,3,0,0,1,2,6,,8,,3,2022-01-25,1,2022-01-25,2
M05,february_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-02-15,,6,0,1,0,0,0,1,,0,0,1,0,0,0,1,,10,,3,2022-02-16,1,2022-02-16,2
M05,february_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-02-22,,6,0,0,0,0,0,0,,1,0,2,0,0,0,2,,11,,3,2022-02-23,1,2022-02-23,2
M05,march_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-03-22,,10,0,0,0,0,0,0,,0,1,2,2,0,0,5,,6,,3,2022-03-23,1,2022-03-23,2
M05,march_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-03-15,,2,0,0,0,1,0,1,,0,0,0,1,0,0,1,,7,,3,2022-03-23,1,2022-03-23,2
M05,march_2022_arm_1,ento_form_1a_immediately_processed_summary,3,2022-03-29,,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,,3,,3,2022-03-30,1,2022-03-30,2
M05,april_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-04-27,,8,0,0,0,0,0,0,,0,0,1,0,2,0,3,,2,,3,2022-04-27,1,2022-04-27,2
M05,april_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-04-05,,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2022-04-27,1,2022-04-27,2
M05,may_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-05-24,,4,0,0,0,2,0,2,,1,3,5,5,3,4,20,,12,,3,2022-05-30,1,2022-05-30,2
M05,may_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-05-17,,4,1,0,0,0,0,1,,0,0,3,3,1,0,7,,2,,3,2022-05-30,1,2022-05-30,2
M05,june_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-06-21,,2,0,1,0,0,0,1,,1,16,3,2,20,0,41,,78,,3,2022-06-30,1,2022-06-30,2
M05,june_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-06-14,,2,0,0,0,0,0,0,,1,13,1,3,17,0,34,,76,,3,2022-06-30,1,2022-06-30,2
M05,july_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-07-12,,3,0,0,0,0,0,0,,1,9,4,0,14,0,27,,68,,3,2022-07-19,1,2022-07-19,2
M05,july_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-07-19,,3,0,0,0,0,0,0,,0,3,1,14,14,0,32,,21,,3,2022-07-19,1,2022-07-19,2
M05,july_2022_arm_1,ento_form_1a_immediately_processed_summary,3,2022-07-26,,3,0,0,0,0,0,0,,2,2,1,3,4,0,10,,30,,4,2022-08-02,1,2022-08-02,2
M05,august_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-08-02,,6,0,0,0,0,0,0,,1,0,2,6,6,1,15,,32,,4,2022-08-04,1,2022-08-04,2
M05,august_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-08-23,,7,0,0,0,0,0,0,,0,3,0,4,6,0,13,,31,,3,2022-09-01,1,2022-09-01,2
M05,september_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-09-20,,8,0,0,0,0,0,0,,0,1,2,2,2,0,7,,10,,3,2022-09-23,1,2022-09-23,2
M05,september_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-09-13,,8,0,0,0,0,0,0,,0,1,0,6,0,0,7,,7,,3,2022-09-23,1,2022-09-23,2
M05,october_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-10-11,,9,0,0,0,0,0,0,,1,1,4,5,6,0,16,,20,,4,2022-10-19,1,2022-10-19,2
M05,october_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-10-18,,9,0,0,0,0,0,0,,0,2,4,3,2,0,11,,4,,4,2022-10-19,1,2022-10-19,2
M05,october_2022_arm_1,ento_form_1a_immediately_processed_summary,3,2022-10-25,,9,0,0,0,0,0,0,,0,1,6,8,7,1,23,,26,,11,2022-11-01,1,2022-11-01,2
M05,november_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-11-15,,4,0,0,1,0,0,1,,1,2,9,11,17,0,39,,67,,12,2022-11-15,1,2022-11-15,2
M05,november_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-11-22,,4,0,0,0,0,0,0,,0,2,10,2,13,0,27,,44,,12,2022-11-22,1,2022-11-22,2
M05,december_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-12-13,,2,0,0,0,0,0,0,,0,2,1,6,9,0,18,,18,,10,2022-12-13,1,2022-12-13,2
M05,december_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-12-20,,3,0,0,0,0,0,0,,0,1,0,5,1,0,7,,7,,12,2022-12-20,1,2022-12-20,2
M06,january_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-01-21,,5,0,0,0,0,0,0,,0,3,0,3,3,0,9,,7,,3,2020-04-09,1,2020-04-09,1
M06,february_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-02-04,,2,1,0,0,0,0,1,,2,0,2,0,1,0,3,,15,,3,2020-04-20,1,2020-04-20,1
M06,february_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-02-18,,9,0,0,0,0,0,0,,0,0,0,0,1,0,1,,2,,3,2020-04-20,1,2020-04-20,1
M06,february_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-02-25,,2,0,0,0,0,0,0,,1,3,1,0,1,0,5,,5,,3,2020-04-20,1,2020-04-20,1
M06,march_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-03-17,,6,0,1,0,0,0,1,,0,0,0,2,2,1,5,,2,,3,2020-04-30,1,2020-04-30,1
M06,june_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-06-02,,5,0,1,0,0,0,1,,0,45,0,22,29,0,96,,203,,3,2020-06-04,1,2020-06-04,1
M06,june_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-06-16,,5,0,2,0,0,0,2,,1,12,5,28,16,0,61,,75,,3,2020-06-17,1,2020-06-17,1
M06,june_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-06-23,,5,0,0,0,0,0,0,,0,18,0,18,12,0,48,,40,,3,2020-06-29,1,2020-06-29,1
M06,july_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-07-07,,6,0,0,0,1,0,1,,0,1,2,3,19,0,25,,32,,3,2020-07-08,1,2020-07-08,1
M06,july_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-07-21,,6,00,0,0,0,0,0,,1,4,4,11,9,0,28,,30,,5,2020-07-28,1,2020-07-28,1
M06,july_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-07-28,,6,0,0,0,0,0,0,,0,6,10,7,3,0,26,,45,,4,2020-07-28,1,2020-07-28,1
M06,august_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-08-04,,8,0,0,0,0,0,0,,0,1,3,9,4,0,17,,2,,3,2020-08-27,1,2020-08-27,2
M06,august_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-08-18,,8,0,0,0,0,0,0,,0,2,0,2,0,0,4,,6,,3,2020-08-28,1,2020-08-28,2
M06,august_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-08-25,,8,0,0,0,0,0,0,,0,0,1,0,0,0,1,,1,,3,2020-08-28,1,2020-08-28,2
M06,september_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-09-01,,4,0,0,0,0,0,0,,0,0,2,1,0,0,3,,5,,5,2020-09-01,1,2020-09-14,2
M06,september_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-09-15,,4,0,0,0,0,0,0,,0,3,2,2,8,0,15,,12,,3,2020-09-15,1,2020-09-15,2
M06,september_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-09-22,,4,0,0,0,0,0,0,,1,2,0,3,2,1,8,,2,,3,2020-09-23,1,2020-09-23,2
M06,october_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-10-06,,3,0,0,0,0,0,0,,0,1,0,2,1,0,4,,1,,3,2020-10-06,1,2020-10-06,2
M06,october_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-10-27,,3,0,0,0,0,0,0,,0,1,0,6,1,0,8,,6,,4,2020-10-27,1,2020-10-27,2
M06,november_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-11-03,,7,0,0,0,0,0,0,,0,1,11,2,2,0,16,,10,,5,2020-11-03,1,2020-11-03,2
M06,november_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-11-17,,7,0,0,0,0,0,0,,0,1,5,1,4,0,11,,3,,3,2020-11-18,1,2020-11-18,2
M06,november_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-11-24,,7,0,1,0,0,0,1,,0,7,11,13,6,0,37,,11,,4,2020-11-30,1,2020-11-30,2
M06,december_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-12-01,,5,0,0,0,0,0,0,,0,0,11,14,6,1,32,,17,,3,2020-12-01,1,2020-12-01,2
M06,december_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-12-15,,5,0,0,0,0,0,0,,0,0,2,1,0,0,3,,4,,3,2020-12-15,1,2020-12-15,2
M06,january_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-01-05,,9,0,0,2,0,0,2,,0,0,0,6,8,1,15,,8,,3,2021-01-07,1,2021-01-07,2
M06,january_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-01-19,,9,0,1,1,0,0,2,,0,1,5,7,9,1,23,,6,,3,2021-02-01,1,2021-02-01,2
M06,january_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-01-26,,9,0,0,0,1,0,1,,0,1,1,0,0,0,2,,2,,3,2021-02-01,1,2021-02-01,2
M06,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-02-16,,6,0,3,0,0,0,3,,1,0,0,2,1,0,3,,2,,3,2021-02-23,1,2021-02-23,2
M06,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-02-23,,6,1,1,2,1,0,5,,0,0,0,0,0,0,0,,1,,3,2021-03-03,1,2021-03-03,2
M06,march_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-03-16,,8,0,1,0,1,0,2,,0,0,0,0,0,0,0,,0,,3,2021-03-29,1,2021-03-29,2
M06,march_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-03-23,,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2021-03-29,1,2021-03-29,2
M06,march_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-03-30,,2,0,0,1,4,0,5,,1,0,3,0,0,0,3,,2,,3,2021-03-31,1,2021-03-31,2
M06,april_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-04-20,,4,0,2,0,3,0,5,,2,1,0,1,1,0,3,,3,,3,2021-04-26,1,2021-04-26,2
M06,april_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-04-27,,4,0,2,0,3,0,5,,2,1,0,1,1,0,3,,3,,5,2021-04-28,1,2021-04-28,2
M06,april_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-04-27,,5,3,1,0,5,0,9,,2,1,0,2,2,0,5,,4,,5,2021-05-18,1,2021-05-18,2
M06,may_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-05-25,,10,3,22,2,0,0,27,,3,3,3,1,1,0,8,,1,,5,2021-06-09,1,2021-06-09,2
